Language,Provider,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes,ULOC
C,bin/varnishd/http2/cache_http2_proto.c,cache_http2_proto.c,1147,901,98,148,203,28802,654
C Header,bin/varnishd/http2/cache_http2.h,cache_http2.h,239,157,38,44,1,6347,172
C,bin/varnishd/cache/cache_fetch.c,cache_fetch.c,1069,750,135,184,203,27245,639
