Language,Provider,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes,ULOC
C,lib/fribidi-char-sets-cap-rtl.c,fribidi-char-sets-cap-rtl.c,364,296,38,30,51,8622,246
C,lib/fribidi-bidi.c,fribidi-bidi.c,1545,1092,256,197,286,46300,928
