test/hook.test.js,test/verifyBearerAuthFactory.test.js,test/verify-bearer-auth-factory.test.js
plugin.js,index.js
plugin.d.ts,types/index.d.ts
test/plugin.test-d.ts,types/index.test-d.ts
lib/verifyBearerAuthFactory.js,lib/verify-bearer-auth-factory.js
test/decorateWithLogger.test.js,test/decorate-with-logger.test.js
