install.sh,install-sh
minstall.sh,minstall.in
icons/mini.xterm_16.png,icons/mini.xterm_16x16.png
icons/mini.xterm_16.xcf,icons/mini.xterm_16x16.xcf
icons/mini.xterm_256.png,icons/mini.xterm_256x256.png
icons/mini.xterm_256.xcf,icons/mini.xterm_256x256.xcf
icons/mini.xterm_32.png,icons/mini.xterm_32x32.png
icons/mini.xterm_32.xcf,icons/mini.xterm_32x32.xcf
icons/mini.xterm_48.png,icons/mini.xterm_48x48.png
run-tic.sh,run-tic.in
