is_helm_v2.sh,is-helm-v2.sh
examples/kubernetes-in-docker/1_create_kind_cluster.sh,examples/common/1_create_kind_cluster.sh
examples/kubernetes-in-docker/2_helm_install_or_upgrade_conjur.sh,examples/common/2_helm_install_or_upgrade_conjur.sh
examples/kubernetes-in-docker/3_retrieve_admin_password.sh,examples/common/3_retrieve_admin_password.sh
examples/kubernetes-in-docker/4_ensure_authn_k8s_enabled.sh,examples/common/4_ensure_authn_k8s_enabled.sh
examples/kubernetes-in-docker/5_deploy_demo_apps.sh,examples/common/5_deploy_demo_apps.sh
examples/kubernetes-in-docker/README.md,examples/common/README.md
examples/kubernetes-in-docker/customize.env,examples/common/customize.env
examples/kubernetes-in-docker/utils.sh,examples/common/utils.sh
