.verbrc.md,.verb.md
test.js,test/test.js
LICENSE-MIT,LICENSE
test/fixtures/spec.js,test/fixtures/bash-node.js
benchmark/libs/brace-expansion.js,benchmark/code/brace-expansion.js
benchmark/libs/braces.js,benchmark/code/braces.js
benchmark/libs/minimatch.js,benchmark/code/minimatch.js
benchmark/fixtures/exp.js,benchmark/fixtures/exponent.js
benchmark/fixtures/basic.js,benchmark/fixtures/normal.js
lib/tok.js,lib/esc.js
test/bash.expanded.js,test/bash-expanded-braces.js
