Language,Provider,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes,ULOC
JavaScript,utils.js,utils.js,7024,6732,104,188,181,163988,3705
JSON,package.json,package.json,75,75,0,0,0,2225,62
JavaScript,index.js,index.js,19605,19386,56,163,190,491843,10028
JavaScript,image.js,image.js,755,632,48,75,74,17263,395
Plain Text,changes.txt,changes.txt,2563,2295,0,268,0,143785,2277
