Language,Provider,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes,ULOC
C Header,version.h,version.h,53,46,0,7,5,1453,41
Ruby,test/net/smtp/test_smtp.rb,test_smtp.rb,16,14,0,2,0,332,15
Ruby,test/net/imap/test_imap.rb,test_imap.rb,532,501,4,27,21,12951,207
Ruby,lib/net/smtp.rb,smtp.rb,1059,498,446,115,38,30279,626
Ruby,lib/net/imap.rb,imap.rb,3701,2419,1016,266,144,109896,2079
C,ext/dl/handle.c,handle.c,428,283,102,43,37,9883,232
