Language,Provider,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes,ULOC
C,ofproto/ofproto.c,ofproto.c,9534,7098,1170,1266,1051,313904,4985
C,lib/ofp-util.c,ofp-util.c,239,168,37,34,14,7246,170
C,lib/ofp-actions.c,ofp-actions.c,10038,7418,1485,1135,1164,336806,5227
C,lib/ipf.c,ipf.c,1553,1225,148,180,170,52126,907
Makefile,tests/automake.mk,automake.mk,588,518,12,58,37,21165,472
