Language,Provider,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes,ULOC
C,testapp.c,testapp.c,1860,1522,83,255,275,63266,966
C,memcached.c,memcached.c,4690,3642,436,612,1121,151869,2714
Raku,t/issue_67.t,issue_67.t,84,79,1,4,5,2390,64
