Language,Provider,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes,ULOC
Python,keycloak_httpd_client/keycloak_cli.py,keycloak_cli.py,1036,814,18,204,69,38918,514
Python,bin/keycloak-httpd-client-install,keycloak-httpd-client-install,1331,1267,25,39,20,50528,943
